,dept_id,dept_name,dept_head,employee_id,age,gender,marital_status,avg_monthly_hrs,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
950,D00-UKN,Unknown,Unknown,124552,24,Female,Unmarried,281.0,0.0,0.573619,4,0.0,medium,0.53542,Left,6.0
951,D00-IT,IT,Henry Adey,117872,56,Male,Married,248.0,0.0,0.905404,5,0.0,low,0.87478,Left,5.0
952,D00-SS,Sales,Edward J Bayley,107248,48,Male,Married,137.0,0.0,0.934802,4,0.0,medium,0.650661,Employed,3.0
953,D00-SS,Sales,Edward J Bayley,101404,23,Female,Unmarried,224.0,1.0,0.968373,4,0.0,low,0.472585,Employed,2.0
954,D00-SS,Sales,Edward J Bayley,104956,24,Male,Unmarried,221.0,0.0,0.803128,3,0.0,high,0.254338,Employed,3.0
955,D00-SP,Support,Amelia Westray,114191,41,Male,Married,186.0,0.0,0.643739,5,0.0,medium,0.661365,Employed,4.0
956,D00-ENG,Engineering,Sushant Raghunathan K,100700,41,Female,Married,144.0,0.0,0.800164,4,0.0,medium,0.947399,Employed,4.0
957,D00-SS,Sales,Edward J Bayley,116153,22,Female,Unmarried,192.0,0.0,0.951901,3,0.0,medium,0.539834,Employed,3.0
958,D00-ENG,Engineering,Sushant Raghunathan K,119183,54,Male,Married,237.0,0.0,0.906954,5,0.0,low,0.898267,Left,5.0
959,D00-SP,Support,Amelia Westray,104537,28,Male,Unmarried,241.0,0.0,0.7231704095688749,3,0.0,medium,0.511168,Employed,3.0
960,D00-MN,Management,Ellie Trafton,103931,30,Male,Married,201.0,1.0,0.643633,4,0.0,medium,0.587291,Employed,10.0
961,D00-FN,Finance,Aanchal J,103115,27,Female,Married,251.0,0.0,0.921769,5,0.0,medium,0.186171,Employed,4.0
962,D00-SP,Support,Amelia Westray,107428,46,Male,Married,161.0,0.0,0.516358,4,0.0,medium,0.610922,Employed,3.0
963,D00-MT,Marketing,Reuben Swann,118199,22,Male,Unmarried,169.0,1.0,0.668627,2,0.0,medium,0.848319,Employed,3.0
964,D00-SS,Sales,Edward J Bayley,102785,52,Female,Married,257.0,0.0,0.710672301578354,6,0.0,medium,0.163594,Employed,3.0
965,D00-MT,Marketing,Reuben Swann,114981,27,Female,Married,224.0,0.0,0.491274,4,0.0,low,0.530136,Employed,3.0
966,D00-FN,Finance,Aanchal J,101574,26,Male,Unmarried,207.0,0.0,0.765278,3,0.0,low,0.639864,Employed,2.0
967,D00-SS,Sales,Edward J Bayley,118013,41,Female,Married,272.0,0.0,0.710672301578354,5,0.0,medium,0.866902,Employed,2.0
968,D00-IT,IT,Henry Adey,113166,22,Female,Unmarried,263.0,1.0,0.802938,3,0.0,low,0.824945,Employed,3.0
969,D00-SS,Sales,Edward J Bayley,105597,51,Female,Married,139.0,0.0,0.776091,4,0.0,low,0.64021,Employed,3.0
970,D00-SS,Sales,Edward J Bayley,136297,28,Male,Unmarried,143.0,0.0,0.661766,3,0.0,medium,0.598981,Employed,6.0
971,D00-SS,Sales,Edward J Bayley,122449,23,Female,Unmarried,164.0,0.0,0.681106,3,0.0,low,0.765486,Left,3.0
972,D00-SS,Sales,Edward J Bayley,119182,44,Male,Married,164.0,0.0,0.710672301578354,5,0.0,medium,0.147775,Employed,3.0
973,D00-SS,Sales,Edward J Bayley,106781,22,Female,Unmarried,156.0,1.0,0.669352,3,0.0,high,0.897891,Employed,3.0
974,D00-UKN,Unknown,Unknown,109335,37,Male,Married,270.0,0.0,0.7176792875,4,0.0,low,1.0,Employed,2.0
975,D00-SP,Support,Amelia Westray,141331,29,Female,Married,191.0,0.0,0.7231704095688749,3,0.0,medium,0.669289,Employed,2.0
976,D00-ENG,Engineering,Sushant Raghunathan K,118238,50,Female,Married,247.0,0.0,0.825741,6,0.0,low,0.16001,Left,4.0
977,D00-UKN,Unknown,Unknown,101984,33,Male,Married,149.0,0.0,0.548898,4,0.0,medium,1.0,Employed,2.0
978,D00-FN,Finance,Aanchal J,137830,23,Male,Unmarried,151.0,1.0,0.691592,2,0.0,low,0.471714,Employed,3.0
979,D00-IT,IT,Henry Adey,116895,23,Male,Unmarried,217.0,1.0,0.456255,3,0.0,low,0.910484,Employed,2.0
980,D00-UKN,Unknown,Unknown,114125,22,Female,Unmarried,206.0,0.0,0.914277,4,0.0,medium,0.813047,Left,4.0
981,D00-SP,Support,Amelia Westray,116286,22,Male,Unmarried,139.0,0.0,0.7231704095688749,3,0.0,medium,0.352599,Employed,2.0
982,D00-UKN,Unknown,Unknown,110307,25,Female,Unmarried,263.0,0.0,0.864399,5,0.0,low,0.0906347,Left,4.0
983,D00-SP,Support,Amelia Westray,101113,22,Male,Unmarried,169.0,0.0,0.720441,2,0.0,low,0.937961,Employed,4.0
984,D00-ENG,Engineering,Sushant Raghunathan K,117183,25,Female,Unmarried,189.0,0.0,0.586926,3,0.0,medium,0.642373,Employed,3.0
985,D00-IT,IT,Henry Adey,106031,35,Male,Married,97.0,0.0,0.48993,4,0.0,low,0.388831,Employed,2.0
986,D00-ENG,Engineering,Sushant Raghunathan K,110282,45,Female,Married,155.0,0.0,0.522971,5,0.0,low,0.562743,Employed,3.0
987,D00-SS,Sales,Edward J Bayley,111146,25,Male,Unmarried,228.0,0.0,0.618418,2,0.0,low,0.902523,Employed,2.0
988,D00-SS,Sales,Edward J Bayley,123938,22,Female,Unmarried,155.0,0.0,0.461114,2,0.0,low,0.400453,Left,3.0
989,D00-ENG,Engineering,Sushant Raghunathan K,106275,46,Female,Married,184.0,0.0,0.955988,4,0.0,medium,0.533698,Employed,3.0
990,D00-SS,Sales,Edward J Bayley,111431,37,Male,Married,149.0,0.0,0.710672301578354,4,0.0,low,0.800677,Employed,2.0
991,D00-SS,Sales,Edward J Bayley,103825,25,Female,Unmarried,196.0,0.0,0.85626,3,0.0,low,0.921318,Employed,4.0
992,D00-ENG,Engineering,Sushant Raghunathan K,136972,44,Male,Married,265.0,0.0,0.7227253766623767,4,0.0,low,0.63653,Employed,3.0
993,D00-SS,Sales,Edward J Bayley,107615,46,Male,Married,221.0,0.0,0.547613,5,0.0,low,0.122446,Employed,3.0
994,D00-UKN,Unknown,Unknown,108956,49,Male,Married,135.0,0.0,0.87029,5,0.0,high,1.0,Employed,3.0
995,D00-PD,Product,Darcy Staines,106763,22,Male,Unmarried,194.0,0.0,0.719523343832021,3,0.0,medium,0.608369,Employed,3.0
996,D00-SS,Sales,Edward J Bayley,110130,43,Male,Married,195.0,0.0,0.654514,4,0.0,low,0.82433,Employed,3.0
997,D00-PR,Procurement,Louie Viles,116457,28,Male,Unmarried,155.0,1.0,0.629123,3,0.0,low,0.742911,Employed,4.0
998,D00-FN,Finance,Aanchal J,112439,31,Male,Married,270.0,0.0,0.532358,4,0.0,low,0.701132,Employed,3.0
999,D00-UKN,Unknown,Unknown,123949,22,Female,Unmarried,130.0,0.0,0.437135,2,0.0,low,0.423059,Left,3.0
1000,D00-ENG,Engineering,Sushant Raghunathan K,110285,30,Male,Married,251.0,0.0,1.0,4,0.0,low,0.925449,Left,6.0
1001,D00-SS,Sales,Edward J Bayley,125405,41,Female,Married,292.0,0.0,0.983828,6,0.0,medium,0.0572321,Left,4.0
1002,D00-SP,Support,Amelia Westray,113340,29,Male,Unmarried,251.0,0.0,0.62131,3,0.0,high,0.598887,Employed,2.0
1003,D00-SS,Sales,Edward J Bayley,114530,22,Male,Unmarried,209.0,0.0,0.614228,3,0.0,low,0.896675,Employed,2.0
1004,D00-PD,Product,Darcy Staines,119710,44,Male,Married,140.0,0.0,0.484742,4,0.0,medium,0.922193,Employed,3.0
1005,D00-SP,Support,Amelia Westray,101313,34,Female,Married,259.0,0.0,0.520958,4,0.0,medium,0.821378,Employed,5.0
1006,D00-MT,Marketing,Reuben Swann,102068,24,Female,Unmarried,137.0,0.0,0.598837,3,0.0,medium,0.850401,Employed,2.0
1007,D00-MT,Marketing,Reuben Swann,108973,26,Male,Unmarried,155.0,0.0,0.473212,2,0.0,medium,0.324432,Left,3.0
1008,D00-SS,Sales,Edward J Bayley,111424,26,Male,Unmarried,147.0,0.0,0.536199,2,0.0,medium,0.41706,Left,3.0
1009,D00-IT,IT,Henry Adey,104634,47,Female,Married,269.0,1.0,0.584699,4,0.0,low,0.162189,Employed,5.0
1010,D00-MT,Marketing,Reuben Swann,118469,42,Male,Married,135.0,1.0,0.980276,5,0.0,low,0.734446,Employed,4.0
1011,D00-SS,Sales,Edward J Bayley,104113,34,Male,Married,239.0,0.0,0.571475,5,0.0,medium,0.531482,Employed,2.0
1012,D00-UKN,Unknown,Unknown,101220,51,Male,Married,194.0,1.0,0.7176792875,5,0.0,low,0.536454,Employed,3.0
1013,D00-SS,Sales,Edward J Bayley,115382,48,Female,Married,232.0,0.0,0.760458,5,0.0,low,0.902072,Employed,3.0
1014,D00-PD,Product,Darcy Staines,108193,41,Male,Married,244.0,0.0,0.699067,5,0.0,low,0.579521,Employed,3.0
1015,D00-SP,Support,Amelia Westray,116961,24,Female,Unmarried,276.0,0.0,0.457581,3,0.0,low,0.939136,Employed,4.0
1016,D00-PD,Product,Darcy Staines,114990,35,Female,Married,190.0,0.0,0.949637,4,0.0,medium,0.840478,Employed,2.0
1017,D00-ENG,Engineering,Sushant Raghunathan K,106536,43,Male,Married,268.0,0.0,0.7227253766623767,4,0.0,high,0.657545,Employed,2.0
1018,D00-UKN,Unknown,Unknown,107549,26,Male,Unmarried,154.0,0.0,0.638676,3,0.0,medium,1.0,Employed,2.0
1019,D00-SP,Support,Amelia Westray,105229,41,Male,Married,258.0,0.0,0.974973,4,0.0,medium,0.642506,Employed,3.0
1020,D00-SS,Sales,Edward J Bayley,136432,33,Male,Married,260.0,1.0,0.710672301578354,3,0.0,low,0.800408,Employed,3.0
1021,D00-SP,Support,Amelia Westray,116239,50,Male,Married,250.0,0.0,1.0,4,0.0,medium,0.897503,Left,6.0
1022,D00-ENG,Engineering,Sushant Raghunathan K,114992,47,Male,Married,145.0,0.0,0.472937,5,0.0,low,0.947976,Employed,3.0
1023,D00-SP,Support,Amelia Westray,110823,24,Female,Unmarried,221.0,0.0,1.0,5,0.0,low,0.941104,Left,5.0
1024,D00-AD,Admin,Evelyn Tolson,133332,42,Female,Married,190.0,0.0,0.667118,4,0.0,medium,0.809281,Employed,3.0
1025,D00-IT,IT,Henry Adey,106585,30,Male,Married,210.0,0.0,0.468651,5,0.0,medium,0.744149,Employed,3.0
1026,D00-ENG,Engineering,Sushant Raghunathan K,119605,29,Male,Unmarried,207.0,0.0,0.805129,3,0.0,medium,0.740312,Employed,3.0
1027,D00-SP,Support,Amelia Westray,107166,53,Female,Married,212.0,0.0,0.673189,5,0.0,low,0.937243,Employed,3.0
1028,D00-SS,Sales,Edward J Bayley,118470,24,Female,Unmarried,157.0,0.0,0.424232,2,0.0,medium,0.479559,Left,3.0
1029,D00-SS,Sales,Edward J Bayley,101851,47,Male,Married,142.0,0.0,0.972922,4,0.0,medium,0.21103,Employed,4.0
1030,D00-SP,Support,Amelia Westray,101750,50,Male,Married,147.0,0.0,0.616618,4,0.0,medium,0.89199,Employed,4.0
1031,D00-ENG,Engineering,Sushant Raghunathan K,112975,25,Female,Unmarried,121.0,0.0,0.450882,3,0.0,medium,0.443377,Employed,3.0
1032,D00-SS,Sales,Edward J Bayley,106735,23,Male,Unmarried,189.0,0.0,0.710672301578354,2,0.0,low,0.763932,Employed,3.0
1033,D00-ENG,Engineering,Sushant Raghunathan K,105962,24,Male,Unmarried,151.0,0.0,0.444049,2,0.0,low,0.38519,Left,3.0
1034,D00-SP,Support,Amelia Westray,128945,24,Female,Unmarried,131.0,0.0,0.530691,2,0.0,medium,0.420331,Left,3.0
1035,D00-SP,Support,Amelia Westray,118776,22,Female,Unmarried,307.0,0.0,0.908472,5,0.0,low,0.164183,Left,4.0
1036,D00-ENG,Engineering,Sushant Raghunathan K,112609,22,Male,Unmarried,162.0,0.0,0.751043,3,0.0,low,0.57652,Employed,2.0
1037,D00-ENG,Engineering,Sushant Raghunathan K,117475,40,Female,Married,269.0,0.0,0.736759,5,0.0,low,0.662936,Employed,3.0
1038,D00-ENG,Engineering,Sushant Raghunathan K,108205,26,Male,Unmarried,198.0,1.0,0.9005,3,0.0,medium,0.802007,Employed,4.0
1039,D00-SS,Sales,Edward J Bayley,118993,24,Male,Unmarried,158.0,1.0,0.484432,3,0.0,low,0.913655,Employed,2.0
1040,D00-SP,Support,Amelia Westray,111068,29,Male,Unmarried,147.0,0.0,0.47369,2,0.0,medium,0.398721,Left,3.0
1041,D00-SP,Support,Amelia Westray,115265,49,Female,Married,152.0,0.0,0.773194,6,0.0,low,0.1828,Left,2.0
1042,D00-SS,Sales,Edward J Bayley,100943,31,Male,Married,258.0,1.0,0.710672301578354,4,0.0,low,0.898599,Employed,2.0
1043,D00-IT,IT,Henry Adey,134794,23,Male,Unmarried,263.0,0.0,0.896133,2,0.0,low,0.976575,Employed,3.0
1044,D00-FN,Finance,Aanchal J,133299,25,Female,Unmarried,172.0,1.0,0.659418,3,0.0,low,0.71984,Employed,4.0
1045,D00-SS,Sales,Edward J Bayley,101607,25,Male,Unmarried,131.0,0.0,0.455036,2,0.0,low,0.369891,Left,3.0
1046,D00-SS,Sales,Edward J Bayley,110637,50,Male,Married,250.0,0.0,0.772879,5,1.0,medium,0.839731,Employed,4.0
1047,D00-MT,Marketing,Reuben Swann,103213,37,Male,Married,236.0,0.0,0.903568,5,0.0,medium,0.786719,Left,5.0
1048,D00-ENG,Engineering,Sushant Raghunathan K,119366,33,Male,Married,199.0,0.0,0.614522,4,0.0,medium,0.605594,Employed,2.0
1049,D00-SS,Sales,Edward J Bayley,116300,24,Male,Unmarried,241.0,0.0,0.479557,3,0.0,low,0.2589,Employed,4.0
1050,D00-ENG,Engineering,Sushant Raghunathan K,103420,24,Female,Unmarried,190.0,0.0,0.753795,2,0.0,medium,0.741112,Employed,2.0
1051,D00-SS,Sales,Edward J Bayley,102336,24,Female,Unmarried,168.0,0.0,0.482661,3,0.0,low,0.506994,Employed,7.0
1052,D00-IT,IT,Henry Adey,101867,38,Male,Married,264.0,0.0,0.899909,7,0.0,medium,0.0875257,Left,4.0
1053,D00-SS,Sales,Edward J Bayley,111349,27,Male,Unmarried,168.0,0.0,0.890337,3,0.0,high,0.93375,Employed,2.0
1054,D00-IT,IT,Henry Adey,101089,42,Male,Married,222.0,1.0,0.885435,5,0.0,medium,0.764583,Employed,3.0
1055,D00-SS,Sales,Edward J Bayley,106999,26,Male,Unmarried,239.0,0.0,0.888622,3,0.0,low,0.461273,Left,3.0
1056,D00-PD,Product,Darcy Staines,103588,43,Male,Married,220.0,0.0,0.371619,6,0.0,low,0.693151,Employed,2.0
1057,D00-MN,Management,Ellie Trafton,115829,44,Female,Married,130.0,0.0,0.98815,5,0.0,high,0.32062,Employed,4.0
1058,D00-ENG,Engineering,Sushant Raghunathan K,100569,26,Female,Married,238.0,0.0,0.643686,4,0.0,low,0.74738,Employed,2.0
1059,D00-SS,Sales,Edward J Bayley,105907,27,Male,Unmarried,147.0,0.0,0.680838,2,0.0,medium,0.515619,Employed,2.0
1060,D00-SS,Sales,Edward J Bayley,110895,29,Male,Unmarried,146.0,0.0,0.922186,3,0.0,low,0.106141,Employed,5.0
1061,D00-MN,Management,Ellie Trafton,101292,29,Female,Married,274.0,1.0,0.578431,4,0.0,medium,0.729254,Employed,10.0
1062,D00-PD,Product,Darcy Staines,114118,53,Male,Married,179.0,0.0,0.61593,4,0.0,medium,0.818155,Employed,3.0
1063,D00-SP,Support,Amelia Westray,110284,23,Female,Unmarried,164.0,0.0,1.0,3,0.0,medium,0.815229,Employed,2.0
1064,D00-IT,IT,Henry Adey,112395,53,Male,Married,231.0,1.0,0.7195245440329218,5,0.0,low,0.824021,Employed,2.0
1065,D00-SS,Sales,Edward J Bayley,110435,56,Male,Married,271.0,0.0,0.860943,5,0.0,low,0.0606637,Left,4.0
1066,D00-IT,IT,Henry Adey,116637,24,Female,Unmarried,155.0,0.0,0.537557,2,0.0,low,0.479738,Left,3.0
1067,D00-MT,Marketing,Reuben Swann,126473,24,Female,Unmarried,251.0,0.0,0.980793,4,0.0,medium,0.837694,Left,5.0
1068,D00-MT,Marketing,Reuben Swann,112723,22,Male,Unmarried,146.0,0.0,0.7149338820301783,2,0.0,medium,0.394568,Left,3.0
1069,D00-IT,IT,Henry Adey,109099,29,Male,Unmarried,152.0,0.0,0.686851,2,0.0,low,0.702027,Employed,4.0
1070,D00-PD,Product,Darcy Staines,109754,38,Male,Married,114.0,0.0,0.40554,6,0.0,medium,0.34543,Employed,3.0
1071,D00-UKN,Unknown,Unknown,104522,26,Male,Unmarried,109.0,0.0,0.7176792875,2,0.0,medium,0.487529,Employed,3.0
1072,D00-UKN,Unknown,Unknown,108630,32,Male,Married,275.0,0.0,0.869041,6,0.0,medium,0.0498743,Left,4.0
1073,D00-IT,IT,Henry Adey,112281,28,Male,Unmarried,277.0,0.0,0.9496,2,0.0,medium,0.723212,Left,3.0
1074,D00-MN,Management,Ellie Trafton,110146,42,Female,Married,196.0,0.0,0.759056,4,0.0,low,0.225334,Employed,3.0
1075,D00-SS,Sales,Edward J Bayley,103847,32,Female,Married,180.0,0.0,0.573727,4,0.0,low,0.837981,Employed,2.0
1076,D00-SP,Support,Amelia Westray,106320,24,Female,Unmarried,118.0,0.0,0.919453,2,0.0,medium,0.920826,Employed,4.0
1077,D00-SP,Support,Amelia Westray,108139,27,Male,Unmarried,242.0,0.0,0.79487,3,0.0,low,0.929818,Employed,2.0
1078,D00-IT,IT,Henry Adey,109559,38,Male,Married,217.0,0.0,0.507834,5,0.0,low,0.203413,Employed,4.0
1079,D00-SS,Sales,Edward J Bayley,110462,26,Male,Unmarried,241.0,0.0,0.754955,2,0.0,low,0.469723,Employed,4.0
1080,D00-SS,Sales,Edward J Bayley,109966,47,Male,Married,203.0,0.0,0.570084,6,0.0,medium,0.767535,Employed,3.0
1081,D00-MN,Management,Ellie Trafton,106130,30,Male,Married,169.0,0.0,0.920622,5,0.0,medium,0.457378,Employed,3.0
1082,D00-UKN,Unknown,Unknown,127519,22,Female,Unmarried,150.0,0.0,0.5594,2,0.0,low,0.444264,Left,3.0
1083,D00-MN,Management,Ellie Trafton,105991,23,Female,Unmarried,260.0,0.0,0.882648,3,0.0,low,0.703498,Employed,2.0
1084,D00-IT,IT,Henry Adey,103319,22,Male,Unmarried,171.0,0.0,0.7195245440329218,3,0.0,medium,0.684737,Employed,3.0
1085,D00-MN,Management,Ellie Trafton,114827,31,Male,Married,172.0,1.0,0.525396,4,0.0,high,0.933764,Employed,4.0
1086,D00-SS,Sales,Edward J Bayley,109995,44,Female,Married,159.0,0.0,0.51357,4,0.0,medium,0.896247,Employed,2.0
1087,D00-PR,Procurement,Louie Viles,108463,25,Female,Unmarried,196.0,0.0,0.670573,3,0.0,low,0.539691,Employed,3.0
1088,D00-SS,Sales,Edward J Bayley,114553,29,Male,Unmarried,203.0,0.0,0.56358,3,0.0,high,0.498435,Employed,3.0
1089,D00-ENG,Engineering,Sushant Raghunathan K,100216,24,Male,Unmarried,192.0,0.0,0.542366,3,0.0,low,0.717621,Employed,3.0
1090,D00-ENG,Engineering,Sushant Raghunathan K,104939,28,Male,Unmarried,134.0,0.0,0.40246,2,0.0,medium,0.443017,Left,3.0
1091,D00-SS,Sales,Edward J Bayley,108818,52,Male,Married,158.0,0.0,0.551962,5,0.0,low,0.928772,Employed,3.0
1092,D00-MN,Management,Ellie Trafton,108126,29,Male,Unmarried,250.0,1.0,0.7290698123827392,3,0.0,low,0.932044,Employed,3.0
1093,D00-SS,Sales,Edward J Bayley,109090,26,Male,Unmarried,159.0,0.0,0.710672301578354,2,0.0,low,0.443723,Left,3.0
1094,D00-TP,Temp,Micheal Zachrey,113427,25,Male,Unmarried,127.0,1.0,0.0,2,0.0,medium,0.0,Employed,0.0
1095,D00-ENG,Engineering,Sushant Raghunathan K,115022,54,Male,Married,161.0,0.0,0.569382,5,0.0,high,0.635015,Left,5.0
1096,D00-SP,Support,Amelia Westray,113559,30,Male,Married,240.0,0.0,1.0,5,0.0,low,0.831464,Left,5.0
1097,D00-SP,Support,Amelia Westray,113193,42,Male,Married,246.0,0.0,0.62489,5,0.0,medium,0.877855,Employed,3.0
1098,D00-SS,Sales,Edward J Bayley,100597,23,Male,Unmarried,132.0,0.0,0.490575,2,0.0,medium,0.36551,Left,3.0
1099,D00-MT,Marketing,Reuben Swann,119962,22,Male,Unmarried,154.0,1.0,0.558385,2,0.0,medium,0.439684,Left,3.0
1100,D00-SS,Sales,Edward J Bayley,102031,36,Male,Married,117.0,0.0,0.996114,6,0.0,medium,0.161658,Employed,7.0
1101,D00-UKN,Unknown,Unknown,137402,34,Female,Married,252.0,1.0,0.5026,4,0.0,medium,0.78979,Employed,3.0
1102,D00-SS,Sales,Edward J Bayley,118870,24,Female,Unmarried,258.0,1.0,1.0,4,1.0,medium,0.823328,Left,5.0
1103,D00-ENG,Engineering,Sushant Raghunathan K,114559,27,Male,Unmarried,127.0,0.0,0.7227253766623767,2,0.0,low,0.368983,Left,3.0
1104,D00-IT,IT,Henry Adey,118359,30,Female,Married,171.0,0.0,0.7195245440329218,4,0.0,low,0.75712,Employed,2.0
1105,D00-SP,Support,Amelia Westray,111506,23,Female,Unmarried,157.0,0.0,0.415876,2,0.0,medium,0.419622,Left,3.0
1106,D00-SP,Support,Amelia Westray,118102,41,Female,Married,248.0,0.0,0.776864,4,0.0,medium,0.91149,Employed,2.0
1107,D00-IT,IT,Henry Adey,104743,37,Male,Married,239.0,0.0,0.86469,4,0.0,low,0.690286,Left,6.0
1108,D00-MT,Marketing,Reuben Swann,109442,28,Male,Unmarried,163.0,0.0,0.986851,2,0.0,low,0.508385,Employed,3.0
1109,D00-SS,Sales,Edward J Bayley,116966,39,Male,Married,260.0,0.0,0.977679,4,0.0,medium,0.7321,Employed,3.0
1110,D00-ENG,Engineering,Sushant Raghunathan K,109031,41,Male,Married,236.0,0.0,0.874644,5,0.0,medium,0.785654,Left,6.0
1111,D00-SS,Sales,Edward J Bayley,105142,25,Female,Unmarried,212.0,0.0,0.622519,3,0.0,high,0.836145,Employed,3.0
1112,D00-SS,Sales,Edward J Bayley,102317,50,Male,Married,242.0,0.0,0.345537,4,0.0,low,0.791234,Employed,3.0
1113,D00-MN,Management,Ellie Trafton,113438,24,Male,Unmarried,222.0,0.0,0.46039,4,0.0,high,0.562746,Employed,3.0
1114,D00-TP,Temp,Micheal Zachrey,148021,23,Male,Unmarried,49.0,0.0,0.0,2,0.0,low,0.0,Employed,0.0
1115,D00-SP,Support,Amelia Westray,106239,54,Male,Married,204.0,1.0,0.853223,4,0.0,low,0.688989,Employed,8.0
1116,D00-SS,Sales,Edward J Bayley,100114,29,Male,Unmarried,134.0,0.0,0.524177,2,0.0,low,0.439784,Left,3.0
1117,D00-IT,IT,Henry Adey,119841,22,Female,Unmarried,237.0,0.0,0.594565,3,0.0,medium,0.922307,Employed,3.0
1118,D00-SP,Support,Amelia Westray,118105,36,Male,Married,141.0,0.0,0.542278,4,0.0,medium,0.660444,Employed,4.0
1119,D00-UKN,Unknown,Unknown,104824,26,Male,Unmarried,135.0,1.0,0.514948,3,0.0,medium,0.587751,Employed,3.0
1120,D00-ENG,Engineering,Sushant Raghunathan K,101789,25,Male,Unmarried,220.0,0.0,0.908387,2,0.0,low,0.692738,Employed,3.0
1121,D00-ENG,Engineering,Sushant Raghunathan K,118816,24,Female,Unmarried,168.0,0.0,0.791761,3,0.0,medium,0.685871,Employed,2.0
1122,D00-MT,Marketing,Reuben Swann,134043,22,Male,Unmarried,267.0,0.0,0.541371,2,0.0,medium,1.0,Employed,4.0
1123,D00-SS,Sales,Edward J Bayley,107975,25,Female,Unmarried,274.0,0.0,0.936887,3,0.0,low,0.611688,Employed,4.0
1124,D00-FN,Finance,Aanchal J,115007,24,Female,Unmarried,243.0,0.0,0.89678,2,0.0,high,0.53345,Employed,3.0
1125,D00-SS,Sales,Edward J Bayley,122447,24,Female,Unmarried,229.0,0.0,0.902751,4,0.0,low,0.920805,Left,6.0
1126,D00-SP,Support,Amelia Westray,119086,39,Male,Married,214.0,1.0,0.688317,5,0.0,low,0.245014,Employed,6.0
1127,D00-FN,Finance,Aanchal J,119222,22,Female,Unmarried,148.0,0.0,0.538478,2,0.0,medium,0.46753,Left,3.0
1128,D00-SS,Sales,Edward J Bayley,132211,34,Male,Married,164.0,0.0,0.718089,4,0.0,low,0.590514,Left,2.0
1129,D00-ENG,Engineering,Sushant Raghunathan K,105558,37,Male,Married,256.0,0.0,0.88647,4,0.0,low,0.721723,Left,5.0
1130,D00-SS,Sales,Edward J Bayley,102754,25,Male,Unmarried,137.0,1.0,0.568286,3,0.0,high,0.645998,Employed,4.0
1131,D00-SS,Sales,Edward J Bayley,104533,50,Male,Married,254.0,0.0,0.986246,7,0.0,low,0.0633688,Left,4.0
1132,D00-ENG,Engineering,Sushant Raghunathan K,116202,24,Female,Unmarried,273.0,0.0,0.840043,3,0.0,medium,0.847051,Employed,3.0
1133,D00-SP,Support,Amelia Westray,143981,43,Male,Married,155.0,0.0,0.7231704095688749,4,0.0,medium,1.0,Employed,3.0
1134,D00-SS,Sales,Edward J Bayley,111016,28,Male,Unmarried,174.0,0.0,0.776422,3,0.0,medium,0.864917,Employed,3.0
1135,D00-MT,Marketing,Reuben Swann,110855,26,Male,Unmarried,256.0,0.0,0.767393,3,0.0,low,0.96132,Employed,3.0
1136,D00-ENG,Engineering,Sushant Raghunathan K,108741,26,Male,Unmarried,164.0,0.0,0.855107,3,0.0,high,0.846163,Employed,3.0
1137,D00-SP,Support,Amelia Westray,106620,42,Female,Married,272.0,0.0,0.94416,4,0.0,low,0.518558,Employed,2.0
1138,D00-ENG,Engineering,Sushant Raghunathan K,106365,28,Male,Unmarried,172.0,0.0,0.68085,2,0.0,medium,0.744866,Employed,3.0
1139,D00-IT,IT,Henry Adey,101720,32,Male,Married,303.0,0.0,0.871094,5,0.0,low,0.120909,Left,4.0
1140,D00-SP,Support,Amelia Westray,115476,22,Male,Unmarried,187.0,0.0,0.764124,2,0.0,medium,1.0,Employed,3.0
1141,D00-SS,Sales,Edward J Bayley,105885,42,Male,Married,260.0,0.0,0.939467,6,0.0,low,0.0816543,Left,5.0
1142,D00-MT,Marketing,Reuben Swann,106360,35,Male,Married,235.0,1.0,0.607185,4,0.0,low,0.947189,Employed,4.0
1143,D00-SP,Support,Amelia Westray,115307,40,Female,Married,255.0,0.0,0.930584,7,0.0,medium,0.0806184,Left,4.0
1144,D00-MT,Marketing,Reuben Swann,117848,48,Male,Married,211.0,0.0,0.930517,4,1.0,low,1.0,Employed,2.0
1145,D00-FN,Finance,Aanchal J,112366,26,Male,Unmarried,166.0,0.0,0.677102,3,0.0,medium,0.991939,Employed,2.0
1146,D00-SP,Support,Amelia Westray,116724,24,Female,Unmarried,128.0,0.0,0.474858,2,0.0,low,0.408224,Left,3.0
1147,D00-IT,IT,Henry Adey,140443,29,Female,Unmarried,233.0,0.0,0.939321,3,0.0,medium,0.663906,Employed,4.0
1148,D00-SP,Support,Amelia Westray,117759,49,Male,Married,195.0,0.0,0.885067,4,0.0,medium,0.964489,Employed,4.0
1149,D00-IT,IT,Henry Adey,112218,26,Male,Unmarried,197.0,0.0,0.638186,3,0.0,low,0.179123,Employed,5.0
1150,D00-SP,Support,Amelia Westray,112552,22,Female,Unmarried,199.0,0.0,0.40794,2,0.0,medium,0.45863,Employed,2.0
1151,D00-SS,Sales,Edward J Bayley,114367,22,Male,Unmarried,141.0,0.0,0.541382,2,0.0,low,0.456478,Left,3.0
